PLAYER_NAME,PRIMARY_TEAM,AGE,SEASON,POINTS,CORSI_PCT,TOI_PER_GAME,PPG,XG_PER_GAME
Nolan Patrick,PHI,19,20182019,31,0.500,15.05,0.431,0.195
Brendan Gallagher,MTL,26,20182019,52,0.630,16.38,0.634,0.401
Dillon Dube,CGY,20,20182019,5,0.470,10.08,0.200,0.122
Bo Horvat,VAN,23,20182019,61,0.550,20.81,0.744,0.323
Matt Duchene,CBJ,27,20182019,70,0.520,18.83,0.959,0.316
Josh Archibald,UTA,25,20182019,22,0.400,13.58,0.324,0.174
Artemi Panarin,CBJ,26,20182019,87,0.590,19.81,1.101,0.224
Lias Andersson,NYR,19,20182019,6,0.410,10.71,0.143,0.074
Tim Schaller,VAN,27,20182019,10,0.410,10.66,0.213,0.096
Cal Clutterbuck,NYI,30,20182019,23,0.430,13.93,0.315,0.189
Cody Eakin,VGK,27,20182019,41,0.490,15.35,0.526,0.191
Alex Chiasson,EDM,27,20182019,38,0.520,16.97,0.521,0.266
Vincent Trocheck,FLA,25,20182019,34,0.540,19.61,0.618,0.223
Nathan MacKinnon,COL,23,20182019,99,0.590,22.04,1.207,0.412
JT Brown,MIN,28,20182019,8,0.470,9.17,0.143,0.087
John Quenneville,NJD,22,20182019,1,0.490,11.25,0.053,0.084
Antoine Roussel,VAN,28,20182019,31,0.470,13.73,0.477,0.138
Pontus Aberg,MIN,24,20182019,25,0.560,14.59,0.424,0.154
Jack Roslovic,WPG,21,20182019,24,0.520,9.71,0.312,0.087
Magnus Paajarvi,OTT,27,20182019,19,0.370,13.47,0.238,0.139
Matt Martin,NYI,29,20182019,14,0.450,11.42,0.209,0.097
Vladislav Namestnikov,NYR,25,20182019,31,0.470,15.79,0.397,0.179
Ryan Donato,MIN,22,20182019,25,0.570,13.70,0.446,0.240
Paul Byron,MTL,29,20182019,31,0.520,14.53,0.554,0.193
Garnet Hathaway,CGY,26,20182019,19,0.450,10.52,0.250,0.121
Austin Wagner,LAK,21,20182019,21,0.480,8.93,0.339,0.133
Justin Abdelkader,DET,31,20182019,19,0.430,15.38,0.268,0.167
Kyle Palmieri,NJD,27,20182019,50,0.550,18.13,0.676,0.264
William Karlsson,VGK,25,20182019,56,0.570,18.81,0.683,0.262
Chris Tierney,OTT,24,20182019,48,0.430,17.04,0.593,0.158
David Kampf,CHI,23,20182019,19,0.420,13.92,0.302,0.124
Garrett Wilson,PIT,27,20182019,8,0.450,7.61,0.160,0.115
Max Jones,ANA,20,20182019,5,0.490,13.12,0.167,0.228
Alexandre Fortin,CHI,21,20182019,6,0.510,10.59,0.250,0.142
Jean-Sebastien Dea,PIT,24,20182019,6,0.470,10.24,0.261,0.154
Saku Maenalanen,CAR,24,20182019,8,0.480,9.47,0.235,0.109
Adrian Kempe,LAK,22,20182019,28,0.530,14.48,0.346,0.139
Mackenzie MacEachern,STL,24,20182019,5,0.490,7.91,0.172,0.126
Corey Perry,ANA,33,20182019,10,0.520,14.78,0.323,0.205
Brett Seney,NJD,22,20182019,13,0.420,10.33,0.255,0.087
Miikka Salomaki,NSH,25,20182019,7,0.510,10.46,0.189,0.158
Taylor Hall,NJD,26,20182019,37,0.590,19.61,1.121,0.331
Patrick Kane,CHI,29,20182019,110,0.560,22.47,1.358,0.386
Henrik Borgstrom,FLA,21,20182019,18,0.520,11.99,0.360,0.103
Teddy Blueger,PIT,24,20182019,10,0.440,11.06,0.357,0.119
Gabriel Landeskog,COL,25,20182019,75,0.580,21.12,1.027,0.391
Jake Virtanen,VAN,22,20182019,25,0.510,14.82,0.357,0.221
Mikhail Vorobyev,PHI,21,20182019,2,0.430,9.33,0.133,0.049
Jakub Vrana,WSH,22,20182019,47,0.520,14.04,0.573,0.200
Mikael Backlund,CGY,29,20182019,47,0.550,17.89,0.610,0.292
Conor Sheary,BUF,26,20182019,34,0.550,14.63,0.436,0.194
Kyle Clifford,LAK,27,20182019,21,0.520,10.49,0.292,0.196
Colby Cave,EDM,23,20182019,8,0.490,12.27,0.151,0.135
Tyler Motte,VAN,23,20182019,16,0.390,12.77,0.216,0.155
Scott Laughton,PHI,24,20182019,32,0.400,14.83,0.390,0.187
Joel Eriksson Ek,MIN,21,20182019,14,0.470,13.43,0.241,0.191
Derek Grant,ANA,28,20182019,14,0.430,11.65,0.250,0.115
Nazem Kadri,TOR,27,20182019,44,0.600,16.20,0.603,0.281
Nic Petan,TOR,23,20182019,3,0.550,7.59,0.167,0.049
Eric Staal,MIN,33,20182019,52,0.570,18.04,0.642,0.318
Valtteri Filppula,NYI,34,20182019,31,0.410,14.26,0.431,0.127
Brandon Tanev,WPG,26,20182019,29,0.420,14.10,0.363,0.156
Viktor Arvidsson,NSH,25,20182019,48,0.570,19.15,0.828,0.395
Radek Faksa,DAL,24,20182019,30,0.440,16.43,0.370,0.219
Zac Rinaldo,NSH,28,20182019,3,0.440,7.12,0.130,0.034
Erik Haula,VGK,27,20182019,7,0.660,16.66,0.467,0.275
Brandon Pirri,VGK,27,20182019,18,0.610,14.45,0.581,0.313
Lukas Sedlak,CBJ,25,20182019,6,0.490,9.00,0.128,0.119
Phillip Di Giuseppe,NSH,24,20182019,4,0.530,10.14,0.167,0.114
Zachary Sanford,STL,23,20182019,20,0.500,12.51,0.333,0.149
Jimmy Vesey,NYR,25,20182019,35,0.480,16.06,0.432,0.248
David Pastrnak,BOS,22,20182019,81,0.620,18.71,1.227,0.379
Kenny Agostino,NJD,26,20182019,24,0.560,12.88,0.381,0.110
Timo Meier,SJS,21,20182019,66,0.580,16.96,0.846,0.376
Nicolas Deslauriers,MTL,27,20182019,5,0.490,10.02,0.104,0.094
Colin White,OTT,21,20182019,41,0.520,16.18,0.577,0.238
Phil Varone,PHI,27,20182019,7,0.440,7.91,0.149,0.074
Jason Spezza,DAL,35,20182019,27,0.570,13.25,0.355,0.127
Nikolaj Ehlers,WPG,22,20182019,37,0.540,15.72,0.597,0.242
Jonathan Toews,CHI,30,20182019,81,0.530,21.00,0.988,0.324
Tanner Pearson,VAN,26,20182019,27,0.500,14.05,0.338,0.185
Jonathan Drouin,MTL,23,20182019,53,0.580,16.93,0.654,0.183
T.J. Oshie,WSH,31,20182019,54,0.570,18.61,0.783,0.283
Chris Kreider,NYR,27,20182019,52,0.550,17.41,0.658,0.319
Marcus Sorensen,SJS,26,20182019,30,0.510,12.97,0.375,0.148
Nick Bjugstad,PIT,26,20182019,26,0.550,15.11,0.406,0.226
Cam Atkinson,CBJ,29,20182019,69,0.550,19.35,0.863,0.400
Josh Anderson,CBJ,24,20182019,47,0.500,17.02,0.573,0.309
Jonathan Huberdeau,FLA,25,20182019,92,0.580,18.83,1.122,0.300
Michael Rasmussen,DET,19,20182019,18,0.510,12.08,0.290,0.158
Tomas Nosek,VGK,26,20182019,17,0.500,12.48,0.250,0.189
Loui Eriksson,VAN,33,20182019,29,0.480,14.06,0.358,0.165
Christian Fischer,UTA,21,20182019,18,0.540,13.15,0.254,0.157
Max Domi,MTL,23,20182019,72,0.560,17.38,0.878,0.256
Alex Iafallo,LAK,24,20182019,33,0.500,16.83,0.402,0.168
Vladislav Kamenev,COL,22,20182019,5,0.460,9.04,0.217,0.083
Denis Malgin,FLA,21,20182019,16,0.510,12.91,0.320,0.110
Evgeny Kuznetsov,WSH,26,20182019,72,0.560,18.79,0.947,0.263
Ryan Carpenter,VGK,27,20182019,18,0.540,12.61,0.265,0.155
Filip Chytil,NYR,19,20182019,23,0.500,13.79,0.307,0.204
Brock Nelson,NYI,26,20182019,53,0.510,17.97,0.646,0.283
J.T. Compher,COL,23,20182019,32,0.500,17.48,0.485,0.255
J.T. Miller,TBL,25,20182019,47,0.590,14.67,0.627,0.194
Mathieu Perreault,WPG,30,20182019,30,0.550,12.23,0.366,0.126
Andrew Copp,WPG,24,20182019,25,0.470,12.15,0.362,0.153
Troy Terry,ANA,21,20182019,13,0.530,13.92,0.406,0.104
Blake Comeau,DAL,32,20182019,18,0.420,15.72,0.234,0.136
Jujhar Khaira,EDM,24,20182019,18,0.440,12.54,0.300,0.107
Alex Ovechkin,WSH,32,20182019,89,0.570,20.93,1.099,0.450
Markus Hannikainen,CBJ,25,20182019,7,0.500,9.48,0.159,0.120
Michael Grabner,UTA,30,20182019,16,0.420,14.37,0.390,0.224
Peter Cehlarik,BOS,23,20182019,6,0.620,12.59,0.300,0.200
Matthew Tkachuk,CGY,20,20182019,77,0.620,17.61,0.963,0.343
Nick Foligno,CBJ,30,20182019,35,0.520,17.71,0.479,0.221
Bobby Ryan,OTT,31,20182019,42,0.500,15.68,0.538,0.234
Martin Frk,DET,24,20182019,6,0.490,9.19,0.200,0.099
Tomas Tatar,MTL,27,20182019,58,0.630,16.42,0.725,0.274
Connor Brown,TOR,24,20182019,29,0.450,13.77,0.354,0.114
Rocco Grimaldi,NSH,25,20182019,13,0.570,10.01,0.245,0.127
Kailer Yamamoto,EDM,19,20182019,2,0.510,13.09,0.118,0.100
Kyle Turris,NSH,29,20182019,23,0.550,15.69,0.418,0.112
Pierre-Luc Dubois,CBJ,20,20182019,61,0.560,17.70,0.744,0.242
Patrick Maroon,STL,30,20182019,28,0.580,14.14,0.378,0.193
Nico Hischier,NJD,19,20182019,47,0.550,18.08,0.681,0.258
Jonathan Marchessault,VGK,27,20182019,59,0.590,18.10,0.720,0.342
Colton Sissons,NSH,24,20182019,30,0.480,15.99,0.400,0.216
Greg McKegg,CAR,26,20182019,11,0.500,10.68,0.268,0.090
David Perron,STL,30,20182019,46,0.560,17.10,0.807,0.188
Conor Garland,UTA,22,20182019,18,0.600,12.77,0.383,0.227
Danton Heinen,BOS,23,20182019,34,0.560,13.97,0.442,0.149
Jaden Schwartz,STL,26,20182019,36,0.580,18.06,0.522,0.271
Evander Kane,SJS,27,20182019,56,0.580,18.41,0.747,0.356
Stefan Noesen,NJD,25,20182019,8,0.470,12.74,0.195,0.197
Matthew Peca,MTL,25,20182019,10,0.420,10.53,0.256,0.061
Michael Chaput,MTL,26,20182019,5,0.450,11.18,0.156,0.098
Alex Galchenyuk,UTA,24,20182019,41,0.560,15.71,0.569,0.283
Brett Howden,NYR,20,20182019,23,0.440,14.93,0.348,0.136
Brock Boeser,VAN,21,20182019,56,0.580,19.17,0.812,0.283
David Backes,BOS,34,20182019,20,0.570,13.07,0.286,0.136
Jakob Forsbacka Karlsson,BOS,21,20182019,9,0.500,11.76,0.321,0.089
Richard Panik,UTA,27,20182019,33,0.520,16.60,0.440,0.224
Tomas Hyka,VGK,25,20182019,4,0.670,11.77,0.235,0.179
Micheal Ferland,CAR,26,20182019,40,0.590,14.08,0.563,0.277
Freddy Gaudreau,NSH,25,20182019,4,0.550,9.01,0.073,0.091
Samuel Blais,STL,22,20182019,4,0.520,9.85,0.125,0.087
Phil Kessel,PIT,30,20182019,82,0.540,17.97,1.000,0.293
Chris Kunitz,CHI,38,20182019,10,0.510,9.06,0.179,0.094
Jared McCann,PIT,22,20182019,35,0.480,14.53,0.449,0.159
Josh Leivo,VAN,25,20182019,24,0.590,14.05,0.316,0.165
Nick Paul,OTT,23,20182019,2,0.520,8.49,0.100,0.149
Travis Zajac,NJD,33,20182019,46,0.490,19.22,0.575,0.198
Josh Bailey,NYI,28,20182019,56,0.530,16.81,0.683,0.160
Zack Smith,OTT,30,20182019,28,0.410,16.35,0.400,0.150
Jeff Carter,LAK,33,20182019,33,0.500,18.10,0.434,0.271
Jay Beagle,VAN,32,20182019,13,0.350,13.65,0.228,0.088
Nicklas Backstrom,WSH,30,20182019,74,0.550,19.95,0.925,0.243
Evgenii Dadonov,FLA,29,20182019,70,0.570,18.37,0.854,0.329
Evan Rodrigues,BUF,25,20182019,29,0.510,15.83,0.392,0.149
Zach Aston-Reese,PIT,24,20182019,17,0.420,13.66,0.395,0.169
Anthony Cirelli,TBL,21,20182019,39,0.470,14.83,0.476,0.221
Dale Weise,MTL,30,20182019,11,0.440,11.76,0.216,0.134
Mikkel Boedker,OTT,28,20182019,35,0.450,14.03,0.493,0.117
Mathieu Joseph,TBL,21,20182019,26,0.500,11.36,0.371,0.140
Joel Armia,MTL,25,20182019,23,0.530,15.80,0.404,0.211
Tage Thompson,BUF,20,20182019,12,0.500,12.12,0.185,0.144
Matt Nieto,COL,25,20182019,23,0.440,13.74,0.359,0.139
Scott Wilson,BUF,26,20182019,3,0.460,11.45,0.200,0.121
Joey Anderson,NJD,20,20182019,7,0.450,12.90,0.206,0.147
Sven Andrighetto,COL,25,20182019,17,0.530,11.06,0.266,0.113
Mikko Rantanen,COL,21,20182019,87,0.600,20.83,1.176,0.274
Lucas Wallmark,CAR,23,20182019,28,0.540,14.79,0.346,0.196
Sheldon Dries,COL,24,20182019,6,0.440,9.07,0.150,0.121
Tyson Jost,COL,20,20182019,26,0.540,13.01,0.371,0.171
James Neal,CGY,31,20182019,19,0.560,14.94,0.302,0.181
Miles Wood,NJD,23,20182019,24,0.500,13.66,0.381,0.223
Anthony Beauvillier,NYI,21,20182019,28,0.520,14.64,0.346,0.219
Jordan Greenway,MIN,21,20182019,24,0.500,13.55,0.296,0.168
Jake Guentzel,PIT,23,20182019,76,0.550,19.35,0.927,0.342
Noel Acciari,BOS,26,20182019,14,0.450,12.99,0.194,0.150
Jamie McGinn,FLA,30,20182019,7,0.510,10.65,0.368,0.138
Vladimir Tarasenko,STL,26,20182019,68,0.600,18.29,0.895,0.356
Luke Johnson,CHI,23,20182019,1,0.440,10.81,0.067,0.080
Marcus Kruger,CHI,28,20182019,12,0.400,10.42,0.162,0.081
Patric Hornqvist,PIT,31,20182019,37,0.570,15.48,0.536,0.356
Drake Batherson,OTT,20,20182019,9,0.390,13.42,0.450,0.118
Andreas Martinsen,CHI,28,20182019,4,0.440,7.93,0.167,0.064
Anders Lee,NYI,28,20182019,51,0.560,17.07,0.622,0.366
Sven Baertschi,VAN,25,20182019,14,0.540,15.12,0.538,0.246
Joel L'Esperance,DAL,23,20182019,2,0.530,12.21,0.111,0.179
Corban Knight,PHI,28,20182019,4,0.360,9.68,0.174,0.055
David Krejci,BOS,32,20182019,73,0.590,17.68,0.901,0.186
Marcus Johansson,BOS,27,20182019,30,0.540,15.95,0.517,0.209
Jason Zucker,MIN,26,20182019,42,0.570,17.02,0.519,0.317
Matt Calvert,COL,28,20182019,26,0.440,14.18,0.317,0.160
Colin Wilson,COL,28,20182019,27,0.540,13.59,0.415,0.171
Jesse Puljujarvi,EDM,20,20182019,9,0.470,11.93,0.196,0.095
Michael McLeod,NJD,20,20182019,3,0.440,12.21,0.143,0.105
Ross Johnston,NYI,24,20182019,4,0.490,7.91,0.235,0.113
Paul Stastny,VGK,32,20182019,42,0.580,18.03,0.840,0.318
Tom Pyatt,OTT,31,20182019,2,0.300,11.71,0.054,0.078
Darren Helm,DET,31,20182019,17,0.430,14.59,0.279,0.170
Matt Cullen,PIT,41,20182019,20,0.380,11.51,0.282,0.115
Jakob Silfverberg,ANA,27,20182019,43,0.480,17.07,0.589,0.256
Par Lindholm,WPG,26,20182019,13,0.420,11.35,0.200,0.096
Nic Dowd,WSH,28,20182019,22,0.440,10.29,0.344,0.097
Oliver Bjorkstrand,CBJ,23,20182019,36,0.560,12.33,0.468,0.194
Brayden Point,TBL,22,20182019,92,0.580,18.89,1.165,0.448
Derick Brassard,COL,30,20182019,23,0.490,14.98,0.329,0.165
Kasperi Kapanen,TOR,22,20182019,44,0.510,16.59,0.564,0.241
Michael Frolik,CGY,30,20182019,34,0.550,13.37,0.523,0.200
Kevin Hayes,WPG,26,20182019,55,0.520,18.26,0.775,0.266
Jayce Hawryluk,FLA,22,20182019,12,0.490,9.45,0.286,0.099
Travis Boyd,WSH,25,20182019,20,0.470,9.82,0.377,0.078
Teuvo Teravainen,CAR,24,20182019,76,0.600,17.90,0.927,0.236
Mark Scheifele,WPG,25,20182019,84,0.530,21.77,1.024,0.343
Kyle Okposo,BUF,30,20182019,29,0.540,13.77,0.372,0.152
Connor McDavid,EDM,21,20182019,116,0.560,22.87,1.487,0.384
Derek Ryan,CGY,31,20182019,38,0.530,13.77,0.469,0.133
Carl Hagelin,WSH,30,20182019,19,0.500,14.72,0.328,0.151
Adam Gaudette,VAN,21,20182019,12,0.510,10.94,0.214,0.087
Anders Bjork,BOS,22,20182019,3,0.500,11.79,0.150,0.089
Filip Forsberg,NSH,24,20182019,50,0.590,18.63,0.781,0.387
Oskar Lindblom,PHI,22,20182019,33,0.510,13.75,0.407,0.224
Warren Foegele,CAR,22,20182019,15,0.520,12.50,0.195,0.181
Ivan Barbashev,STL,22,20182019,26,0.450,11.44,0.325,0.124
Tyler Toffoli,LAK,26,20182019,34,0.540,17.16,0.415,0.288
Clayton Keller,UTA,20,20182019,47,0.560,18.22,0.573,0.224
Brandon Sutter,VAN,29,20182019,6,0.390,17.45,0.231,0.131
Andrew Cogliano,DAL,31,20182019,17,0.450,12.59,0.218,0.139
Ryan Kesler,ANA,34,20182019,8,0.420,16.48,0.133,0.152
Blake Coleman,NJD,26,20182019,36,0.450,16.97,0.462,0.293
Luke Glendening,DET,29,20182019,23,0.360,15.80,0.295,0.169
Yanni Gourde,TBL,26,20182019,48,0.500,15.83,0.600,0.234
Jesperi Kotkaniemi,MTL,18,20182019,34,0.600,13.75,0.430,0.126
Vinni Lettieri,NYR,23,20182019,3,0.450,10.15,0.111,0.134
Luke Kunin,MIN,20,20182019,17,0.450,15.75,0.347,0.145
Elias Lindholm,CGY,23,20182019,78,0.560,20.04,0.963,0.255
Travis Konecny,PHI,21,20182019,49,0.530,15.23,0.598,0.229
Josh Currie,EDM,25,20182019,5,0.470,8.71,0.238,0.092
Matt Hendricks,WPG,37,20182019,3,0.440,8.83,0.115,0.045
Brian Boyle,NSH,33,20182019,24,0.520,13.41,0.329,0.199
Andre Burakovsky,WSH,23,20182019,25,0.490,11.13,0.329,0.120
Joonas Donskoi,SJS,26,20182019,37,0.560,13.42,0.463,0.167
Mathew Barzal,NYI,21,20182019,62,0.580,17.92,0.756,0.243
Phillip Danault,MTL,25,20182019,53,0.520,17.77,0.654,0.203
Dominik Kahun,CHI,23,20182019,37,0.520,14.15,0.451,0.157
Christian Dvorak,UTA,22,20182019,7,0.500,14.36,0.350,0.222
Andreas Johnsson,TOR,23,20182019,43,0.580,13.63,0.589,0.220
Joakim Nordstrom,BOS,26,20182019,12,0.450,13.46,0.171,0.124
Andrew Ladd,NYI,32,20182019,11,0.460,13.84,0.423,0.108
Nikita Kucherov,TBL,25,20182019,128,0.580,19.97,1.561,0.336
Charlie Coyle,BOS,26,20182019,34,0.530,16.70,0.420,0.202
Ryan Nugent-Hopkins,EDM,25,20182019,69,0.500,20.11,0.841,0.272
Daniel Sprong,ANA,21,20182019,23,0.510,11.95,0.365,0.140
Casey Cizikas,NYI,27,20182019,33,0.400,13.98,0.452,0.195
Brandon Saad,CHI,25,20182019,47,0.520,17.68,0.588,0.299
Kurtis Gabriel,NJD,25,20182019,4,0.370,7.37,0.182,0.025
Austin Watson,NSH,26,20182019,16,0.430,14.46,0.432,0.219
Rickard Rakell,ANA,25,20182019,43,0.530,18.45,0.623,0.259
Patrice Bergeron,BOS,33,20182019,79,0.590,18.44,1.215,0.384
Christoffer Ehn,DET,22,20182019,9,0.400,10.62,0.150,0.061
Artem Anisimov,CHI,30,20182019,37,0.490,16.35,0.474,0.241
Mikael Granlund,NSH,26,20182019,54,0.550,18.26,0.684,0.220
Mark Stone,VGK,26,20182019,73,0.550,19.84,0.948,0.321
Claude Giroux,PHI,30,20182019,85,0.570,21.45,1.037,0.217
Alex Killorn,TBL,29,20182019,40,0.520,14.86,0.488,0.209
Eric Fehr,MIN,33,20182019,15,0.420,10.96,0.208,0.128
Adam Erne,TBL,23,20182019,20,0.490,10.53,0.308,0.115
Nikolay Goldobin,VAN,22,20182019,27,0.550,14.98,0.429,0.159
Mike Hoffman,FLA,28,20182019,70,0.570,17.84,0.854,0.286
Joe Pavelski,SJS,34,20182019,64,0.590,19.04,0.853,0.363
Jakub Voracek,PHI,29,20182019,66,0.570,18.65,0.846,0.279
Kevin Labanc,SJS,22,20182019,56,0.620,13.99,0.683,0.159
Carl Grundstrom,LAK,20,20182019,6,0.550,14.96,0.400,0.371
Reilly Smith,VGK,27,20182019,53,0.570,18.26,0.716,0.310
Kevin Rooney,NJD,25,20182019,10,0.390,12.60,0.244,0.121
Trevor Moore,TOR,23,20182019,8,0.510,9.10,0.320,0.103
Sean Couturier,PHI,25,20182019,76,0.550,22.12,0.950,0.331
Aleksander Barkov,FLA,23,20182019,96,0.530,22.32,1.171,0.314
Jordan Staal,CAR,30,20182019,28,0.590,18.29,0.560,0.290
Denis Gurianov,DAL,21,20182019,4,0.470,10.87,0.190,0.107
Brad Richardson,UTA,33,20182019,27,0.450,15.94,0.409,0.189
Derek Stepan,UTA,28,20182019,35,0.520,19.20,0.486,0.258
Lukas Radil,SJS,28,20182019,11,0.560,10.70,0.306,0.144
William Nylander,TOR,22,20182019,27,0.590,15.55,0.500,0.252
Ryan Hartman,PHI,23,20182019,26,0.500,13.09,0.313,0.183
Tobias Rieder,EDM,25,20182019,11,0.430,12.59,0.164,0.127
Ryan O'Reilly,STL,27,20182019,77,0.550,20.69,0.939,0.300
Marcus Foligno,MIN,27,20182019,19,0.460,11.92,0.232,0.135
Sean Monahan,CGY,23,20182019,82,0.600,19.08,1.051,0.430
Kyle Connor,WPG,21,20182019,66,0.550,19.16,0.805,0.344
Patrik Laine,WPG,20,20182019,50,0.550,17.16,0.610,0.298
Sebastian Aho,CAR,21,20182019,83,0.610,20.14,1.012,0.374
Jean-Gabriel Pageau,OTT,25,20182019,12,0.450,17.84,0.308,0.181
Brady Tkachuk,OTT,18,20182019,45,0.530,16.02,0.634,0.387
Matt Luff,LAK,21,20182019,11,0.450,11.11,0.333,0.153
Max Pacioretty,VGK,29,20182019,40,0.580,16.97,0.606,0.320
Jake DeBrusk,BOS,21,20182019,42,0.600,16.14,0.618,0.273
Wayne Simmonds,NSH,30,20182019,30,0.560,15.66,0.380,0.258
Logan Couture,SJS,29,20182019,70,0.570,18.58,0.864,0.263
Isac Lundeström,ANA,18,20182019,2,0.390,13.03,0.133,0.059
Antti Suomela,SJS,24,20182019,8,0.530,11.32,0.296,0.198
Alexander Wennberg,CBJ,23,20182019,25,0.530,15.08,0.333,0.091
Ryan Reaves,VGK,31,20182019,20,0.570,10.87,0.250,0.155
Tyler Bozak,STL,32,20182019,38,0.540,16.29,0.528,0.223
Ryan Johansen,NSH,26,20182019,64,0.580,19.55,0.800,0.187
Ben Street,ANA,31,20182019,5,0.360,12.07,0.238,0.062
Zemgus Girgensons,BUF,24,20182019,18,0.420,13.60,0.250,0.120
Sam Steel,ANA,20,20182019,11,0.470,14.97,0.500,0.131
Riley Nash,CBJ,29,20182019,12,0.480,10.85,0.154,0.109
Clark Bishop,CAR,22,20182019,3,0.500,9.46,0.150,0.068
Adam Henrique,ANA,28,20182019,42,0.500,16.45,0.512,0.222
Markus Granlund,VAN,25,20182019,22,0.470,15.02,0.286,0.166
Jack Eichel,BUF,21,20182019,82,0.570,20.36,1.065,0.381
Austin Czarnik,CGY,25,20182019,18,0.570,11.31,0.333,0.138
Riley Sheahan,FLA,26,20182019,19,0.410,13.46,0.232,0.155
Alex Tuch,VGK,22,20182019,52,0.600,16.69,0.703,0.271
Rudolfs Balcers,OTT,21,20182019,14,0.460,12.35,0.389,0.199
Jeff Skinner,BUF,26,20182019,63,0.580,18.47,0.768,0.389
Mats Zuccarello,DAL,31,20182019,40,0.520,19.85,0.833,0.228
Pavel Buchnevich,NYR,23,20182019,38,0.520,15.17,0.594,0.228
Jordan Kyrou,STL,20,20182019,3,0.420,9.66,0.188,0.067
Tyler Johnson,TBL,28,20182019,47,0.520,15.96,0.588,0.270
Devin Shore,ANA,24,20182019,29,0.460,14.24,0.382,0.126
Michael Dal Colle,NYI,22,20182019,7,0.520,12.08,0.250,0.135
Jesper Fast,NYR,26,20182019,20,0.440,15.73,0.303,0.183
Dustin Brown,LAK,33,20182019,51,0.490,20.33,0.708,0.252
Calle Jarnkrok,NSH,26,20182019,26,0.490,15.41,0.329,0.135
Michael Raffl,PHI,29,20182019,18,0.440,11.42,0.269,0.120
Mark Jankowski,CGY,24,20182019,32,0.470,12.68,0.405,0.149
Barclay Goodrow,SJS,25,20182019,17,0.490,11.00,0.207,0.091
Carl Soderberg,COL,32,20182019,49,0.470,17.44,0.598,0.251
Sean Kuraly,BOS,25,20182019,21,0.460,13.81,0.296,0.149
Kiefer Sherwood,ANA,23,20182019,12,0.450,11.37,0.240,0.114
Tom Wilson,WSH,24,20182019,40,0.470,18.14,0.635,0.299
Blake Wheeler,WPG,32,20182019,91,0.540,20.62,1.110,0.241
Jordan Eberle,NYI,28,20182019,37,0.560,16.52,0.474,0.263
Blake Pietila,NJD,25,20182019,1,0.380,13.28,0.053,0.091
Mika Zibanejad,NYR,25,20182019,74,0.500,20.55,0.902,0.269
Jori Lehtera,PHI,30,20182019,3,0.400,9.06,0.111,0.049
Frederik Gauthier,TOR,23,20182019,14,0.450,8.38,0.200,0.068
Dylan Strome,CHI,21,20182019,57,0.550,16.15,0.731,0.175
Tyler Seguin,DAL,26,20182019,80,0.550,20.73,0.976,0.433
Ryan Strome,NYR,25,20182019,35,0.470,15.56,0.432,0.166
A.J. Greer,COL,21,20182019,2,0.480,6.27,0.133,0.091
Valentin Zykov,VGK,23,20182019,5,0.630,9.92,0.179,0.144
Brendan Lemieux,NYR,22,20182019,17,0.460,9.06,0.270,0.100
Thomas Vanek,DET,34,20182019,36,0.530,14.10,0.563,0.185
Casey Mittelstadt,BUF,19,20182019,25,0.540,13.47,0.325,0.150
Robby Fabbri,STL,22,20182019,6,0.490,12.53,0.188,0.134
Nino Niederreiter,CAR,26,20182019,53,0.600,16.23,0.646,0.283
Kyle Brodziak,EDM,34,20182019,9,0.420,11.64,0.129,0.099
Nick Bonino,NSH,30,20182019,35,0.490,16.27,0.432,0.155
Chandler Stephenson,WSH,24,20182019,11,0.410,12.10,0.172,0.085
Remi Elie,BUF,23,20182019,1,0.390,10.35,0.063,0.080
Mikko Koivu,MIN,35,20182019,29,0.520,18.25,0.604,0.200
Brian Gibbons,OTT,30,20182019,19,0.420,10.90,0.297,0.078
Jamie Benn,DAL,29,20182019,53,0.550,18.22,0.679,0.347
Zach Parise,MIN,34,20182019,61,0.540,18.55,0.824,0.396
James van Riemsdyk,PHI,29,20182019,48,0.540,16.61,0.727,0.315
Ondrej Kase,ANA,22,20182019,20,0.600,15.66,0.667,0.294
Melker Karlsson,SJS,28,20182019,16,0.470,11.48,0.203,0.106
Sam Gagner,EDM,29,20182019,13,0.570,14.58,0.406,0.191
Zach Hyman,TOR,26,20182019,41,0.480,17.21,0.577,0.356
Drew Stafford,NJD,32,20182019,13,0.460,12.26,0.228,0.118
Trevor Lewis,LAK,31,20182019,12,0.460,14.03,0.273,0.155
Ryan Getzlaf,ANA,33,20182019,48,0.540,19.40,0.716,0.151
Brad Marchand,BOS,30,20182019,100,0.580,19.61,1.266,0.349
Drake Caggiula,CHI,24,20182019,23,0.490,14.42,0.418,0.193
Elias Pettersson,VAN,19,20182019,66,0.580,18.26,0.930,0.219
William Carrier,VGK,23,20182019,9,0.570,9.93,0.167,0.176
Brock McGinn,CAR,24,20182019,26,0.460,14.32,0.317,0.203
Jason Pominville,BUF,35,20182019,31,0.540,12.48,0.425,0.174
Joe Thornton,SJS,39,20182019,51,0.610,15.56,0.699,0.150
Ryan Callahan,TBL,33,20182019,17,0.450,11.11,0.327,0.152
Jordan Martinook,CAR,26,20182019,25,0.520,14.48,0.305,0.264
Craig Smith,NSH,29,20182019,38,0.580,15.12,0.500,0.240
Alex DeBrincat,CHI,20,20182019,76,0.570,17.69,0.927,0.278
